id	comment
74	Functionality is as advertised, but still buggy I use DSLR controller via wifi on a 6D. During operation varying function such as aperture control, white balance, etc would cease to react irreproducably. Timed bulb exposure (being the only advantage over Canon's own app and the reason why I bought the app) causes the app and the camera (!) to crash. Disappointing and expensive. I keep hoping for more reliable updates.
77	Idk Why does it FOREVER to download!?! I have a galaxy 3 mini and its so long :'( Like i downloaded it cuz its says download over wifi and i accepted it and it was still downloading for two !@#$ing hrs!!!!!
79	Bad control It's really hard to play. Controls are real challenge. And it's killing all the fun
83	When it works great ! Keeps freezing and not completing so really annoying after you've spent so long doing it, lets app down because it I great when it does work
95	How disappointing!! Love the easiness of the upload of pics and music..however. EVERY SINGLE TIME I GO TO POST MY VIDEO IT BLINKS CANNOT PLAY VIDEO..ON.TOP OF that I paid 1.99 for my own watermark and I can't watch MY VIDEO!!!
97	Bug in new update Favourite tab is not working please check n solve the issue.
102	Some help here? My messages won't send and they continue to say pending. Some help would be nice.
108	Ok Love the game but after update its at 0mb/0mb and not loading im ysing the Samsung galaxy s4 active
113	Mixed review This game works great on my HTC Desire X but not on my samsung galaxy tab3 (Stock Jellybean) (weapons and everything else goes invisible and is near impossible to play) Please fix this as its a great game. If you want more info about the issue please reply
114	Black screen I get black screen after using flash. It seem to be random. Anyone else experienced the same problem?
118	Non existant support I trust the name however why cannot this app optimise as it says it does eg closing unused apps. Emailed support 6 months ago and no response. Unacceptable poor service from a famous brand.
119	No ignore list on Nexus 7 with android 4.3 Fix it please.
120	Working fine on wlan but distortion on mobile internet
122	Good but sad Good game overall but couldnt open game so reinstalled and lost progress. Also i bought coins and lost those also. Other than that a great game
126	Like it a lot But when changing the flash setting it still activates while in the OFF position. Freezing. Sometimes not focusing and I'll have to reinstall or Clear Data to get it working again.
128	Freezes It's a good game but sometimes it crashes and needs to be forcefully stopped and restated
129	Works fine and fun Everything's good now only problem is, is like mentioned on by another commentor is the it crashes when u scroll through ship selection other then that little problem it's fun to play good job ubi and it also says theres a Google play edition ship but I cant find it.
130	not bad on android but.. for some reasons I can't view my Pages' album in full screen (instead i got a tiny preview in the middle with left/right button on both side...Yet on IOS version, the photo are full screen, please fix this!!!  Thanks!
142	///Update///  149 rounds recorded. iPhone 3GS. Battery 70-80% left after rounds. Still no side game tracking but the notes feature works somewhat for that. Finally fivesomes! Sixsomes! THE BEST APP FOR GOLF!  17 rounds under my belt with this app now and still very happy. The new in-app stats (v.1.3) blew me away!  Still waiting for side games (skins, etc.). I'm confused why so many golfers leave their phone on the entire round? I pull mine out as I'm walking up to my ball, usually while I'm 20-30 yards away, I get positive satellite lock by the time I'm standing over the ball, read my yardage and put the phone back to sleep. After putting I whip it out, score the entire foursome (takes about 15 seconds total) and then put it back to sleep. I consistently have 80-85% battery life after my round is complete.  Once we get side games/betting included in a future update I will be even more of a cheerleader for this app!    ////////////////////\\\\\\\\\\\\\\\\\\\\\ Used Golfshot for my last 6 rounds and I will continue to use it forever! It's accurate, easy to use, and being able to email your scorecard to your buddies and review actual stats for yourself are perks I didn't know I wanted, but now I can't live without!  Ended up being cheaper to buy a new iPhone 3GS AND this app than the skycaddie I was looking at. Stand alone golf GPS units are in serious trouble.
143	good app, but to make it a great app, video would be a great feature. A must need is to make the timer continuous. After the 5 sec. countdown it would be great for it to restart automatically for continuous self shots. Please add that.
145	I've had this app for about a year. I love it but can you bring back backups or dropbox so I can transfer files to my laptop. Please do this
148	It needs more of the things that powerpoint has. It needs to be able to have music durring the presentation and more animations.
150	Love it, just wish it had the option do make brochures,
156	Great idea for an app and works okay for gas and chain restaurants, but that is literally all you will find. No grocery stores, cafes, or anything that is not fast food or large chains. No coffee shops other than Starbucks and no foreign foods, and definitely nothing remotely healthy. Also lacking an option for submissions.I was excited at the possibilities for this app but the reality is much more disappointing.
157	99cents can't go wrong. I'd like to have a map feature, but overall it does what it was programmed to do well.
161	But wish it had better ability to copy WODs if you do it more than once.  Update: this app has come a long way and is really awesome now!! Love it!!
162	I've been using Marine Traffic for years online and on my iPhone. Downloaded the iPad app and it's as simple (good thing) as always and the content is great. I only give it 4 stars because it needs Retina support which would make it excellent.
167	this app is great i dont have to get on my computer download the music then pass them itunes then transfer it to my ipod but i would love it if we had an option if moving the MUSIC to our music libary, when i have that option iLL give this a thumbs up five stars
169	It needs redstone and online world mupltiplayer accessibility Cus I'm already bored of the update!
170	"Clear has one of the best-designed user interfaces I've ever encountered on the iPhone/iPad. It is the way apps should be. So simple and easy. I'm giving it 5 stars despite some shortcomings:  1. It would be nice to sync with the desktop (iCal?) and between devices. 2. It needs Reminders and Alerts (and Due Dates, etc.) 3. Some kind of support for longer notes. Right now, single-tapping an item lets you edit the item. Maybe double-tapping should let you open an item's ""detail page"" where you could enter the due date, add an alarm, or type a longer note.  4. Also, sharing a list? It would be great if my wife and I could add to or just see each other's shopping lists. Though now, I admit this is ""feature creep"" that could detract from Clear's simplicity."
177	But i wish u could use it offline
178	I use my Yelp app daily and frequently for everything.  Love it.  Only gave 4 stars because of the loss in functionality.  Why can't I publish reviews with app, why don't we earn open table points using app?
179	It would be even better if you could drive an airplane.
182	this is a pretty good app. great to be free. it is super slow on load time. that needs to be fixed. also change the default time. it's so annoying because sometimes I forget to change it and dont see all my hw. also push notofications would be wonderful! other than that it's great. I'm a sophomore math major taking 20 hours and this app helped me stay on top of things!
183	It's need an update where u can post a new chapter of your story and where u can upload a cover for the story! >:0 And it keeps crashing!
184	NEEDS bulk upload and maybe some editing features. Photobucket's app is much better...what a shame. I would much rather use Shutterfly because of their awesome deals on print orders. But it takes way too long to upload from the iPhone. On the photobucket app as soon as you start the app it recognizes all the pics in your camera roll that haven't been previously uploaded and with one click it will upload all the new ones. Shutterfly needs this :-(
190	They should add the photo editting option.Then this app would be perfect.
192	It seems like it would be a great addition to have the hold mail feature from your website here also.  Please include this in the next release!
197	It's almost 2011. Where is the multitasking?
201	Requires access to grades and it'll get 5 strs in my book
210	3 days won't do. I need at least 5 days. Seems user friendly and easy to follow. Perhaps if it added the ingredients--not multiple entries for the some onion, per se.
211	Decent app. Finally, notifications are here. Now please give us multi account login, Google.
217	I love the Brave version better than the original. The graphics are much better and I love the phrases she says.  The objective of hitting 100 is stupid when I don't know how I've done, if I have improved or not when a status on targets hit is not given.   Tally it up in a drop down much like the distance markers at the end of each target segment.
218	Please make it more like the one on the computer like a option that you can download stuff
240	? Why can't I sign into separate Drop Box accounts?
241	You should put the folders first And then the files! I would put a folder as favorite, thus putting all the files inside this as favorite too
246	Im on an original iPad mini and so maybe that's part of he deal but it seems like there are still little thins that need some work For example the spell check doesn't work just right and the search is slow at times Neither of these or any others will keep from giving this app a great rating   I also think that here are improvements I hope to see in the future One is full screen mode Maybe I'm missing this but the only time you get full screen is when you start a new note I'd like this options when reading or editing too   Keep up the good work!
247	I have a premium account and I use Evernote for business and personal items all day long and I am very frustrated about the new advertisement section I've been graced with despite paying not to have advertisements  Also, there is no logic behind the new tag section I really like the the tag section, but I want to organize what pops up there I can't find a master list of reminders in the app or the desktop version Maybe I haven't looked hard enough, but this seems to be a gaping oversight  A calandra would be nifty as well
248	Outstanding  Would be nice to have the PC app features available in IOS app
249	The app present good features, but there is a lot of bugs and missing some hotkeys to make the writing easier
254	This is really a great app an tool to manage multiple projects and scattered notes I just wish that there was a calendar integration and sub folders within stacks   Also in Evernote hello there is no categorizing   But make no mistake I swear by this program
256	I would give this 5 stars if it had these two additional features    Ability to use a scroll bar on iPad and iPhone rather than swipe, swipe, swipe and more swipe to get to the bottom of a note     Ability to keyword search AND GO TO THAT KEYWORD like you can on the laptop version Having search feature for a word does me no good if I can't search within the note to find that word    Can you do these two things for iOS please?
260	This app has been very helpful on my honeymoon search It would be nice to be able to enlarge the photos though Other than that, it's perfect
264	Please add landscape support for your fat-fingered users!
268	No Galaxy Gear support Please create an app for Galaxy Gear I can only read the notifications on my Gear I would love to have an option to reply directly from my Gear Thanks
275	Perfect Vry gud app for editingplz add some more interesting frame-)
279	Love the service but annotations on PDFs have disappeared from Dropbox since iOS 7 update Need these back please
280	Still no ability to change file names - a very basic function Hard to believe after this amount of time Error messages when simply trying to move files No response from dropbox
283	I can't share folders!  That was the only reason I made a Dropbox in the first place  Ugh
287	Even Google Drive can refresh folders   Some simple suggestions to increase usability  1 Currently, you have to leave the folder and come back in if you wish to refresh that folder Let me refresh my folder with a refresh button so that I can view changes to files in a more streamlined manner If I am constantly compiling a document on my computer and using my iPad to check that it looks okay or if I am constantly editing a photo and want a high quality, true color representation, then#REFRESH! 2 Refresh Button 3 Button that Refreshes the Current Folder's contents 4 The air smells a bit Why don't we REFRESH it? 5 It is stupidly simple to add a refresh button 6 Mentos The Refresh Button Maker 7 There's space on the top left of the app header to add a refresh button  Nothing is there at the moment It's lonely 8 Give me an R, Give me an E, Give me an F, Give me an R, Give me an E, Give me an S, Give me an H! What does that spell? Easily implementable refresh button with high utility even to people who don't know they need it yet! Yaaay!
291	Some places that had menus on the old version are missing them on the new one Other than that the app is extremely helpful and easy to use  Much improved navigation
292	The new update loads slower, closes out on me when i press BACK from viewing photos, this update has glitches I don't like the search method and I wish you guys would make it easier to find RESORTS hotels similar to the ones you previously looked at like if I viewed a few months  ago a 5 star resort with a lazy river it show me similar resorts, I would like to stay at in another place (state,country)
294	Can't get enough Brilliant app Switched to a Samsung Galaxy Note 2 after an iPhone and noticed the option to switch off timestamps is unavailable on Samsung devices If this could be included in the next update, 5 star rating sorted
296	Video playback sucks This is a wonderful app minus the videos To play one it takes you to an internet browser, then to youtube Please allow for in-app playback to bypass all the nonsense
1508	I like the chicken bites but they always forget at least 1 sauce every time
548	Good Outstanding
644	I cannot believe how amazing the new changes are. If you mountain bike, hike, camp, or travel this is a must need app! It now tracks altitude, pace, speed, and about every other stat you need in any unit of measure. By far this is the best app I have!
1408	This app is awesome!
80	Disappointed Would be better if it had flash and better quality camera
427	Margin and layout is out Margin and layout is out when using office suite. Microsoft Power Point 2007
432	Nice game Good game, and, with its new firmware, it should be compatible with my Padfone 2 as well. So please update, i would like to install it ;)  El?g j? arcade j?t?k, nekem tetszett.  Edit: Thanks for updating, now it works with my phone, and it's an excellent racing game, nice graphics, nice cars, good control, but the cars should be more upgraded, tuning is missing.
564	Its such a nice QUICK FIX Absolutely love this app.
1559	Great
1117	I absolutely love this app!!!
839	Really like this app. It has been soo very helpful in tracking with everything instantly accessible. It really is amazing. Having previously worked in the weight loss industry for many years. I know that this is the key to planning and losing weight. I am doing well with both.
15	My gallery app does better than this Trash
65	imran is good
686	This app is a fixture in my college studies. Good Reader technology turbo charges my research and puts me ahead of the pack. I couple it with Instapaper, papers, and an air printer app or two and the power is in my hands (and pocket).
132	Pankaj Nice...
1453	"Out of a dozen attempts I made on my iPhone 4, I was able to get it to work three times. And even then it was frustratingly inconsistent in recognizing a pulse. I'm not sure what the indication is that it's reading your heart rate, as the ""dial"" moves around and then restarts constantly. Sometimes a blinking heart shows up. The instructions don't explain what the dial and heart icon are for. Keeping my finger in the same location would reveal a heart rate of 85... and then 31.  Watched the video on their website to look at the location of my finger in comparison to theirs--same spot. It's possible that the technique they use to measure the heart rate doesn't work on everyone--thus the vast disparity in ratings for the app. Seems to work for some people and not for others.  Doesn't work at all on my iPad 2 even in good lighting."
1464	Is been downloading for 2 days and still downloading
1644	Like it
1749	Best pic edit app Great app Jus cant find how to remove text from a pic
162	Good Very Good
494	Best app ever It's a really cool app I can do things that I all ways wanted
397	Shooter game Pretty awesome to be able to play a game on a tablet anywhere that has the feeling of an Xbox or playstation console
1740	We really enjoy this app while traveling When you're on the road and you're ready to stop to eat, this is a great app to find a good place We have found some really good places to eat that we would not have known about Having a map to get you there also helps     One small issue I have is that when you ask what's near you, or when you use a filter, not everything shows up  An example is that I was trying to find info on a brew pub near our motel  It didn't show up on the map and when I asked for pubs near my current location it didn't show up in the search  But, when I searched by name, there was the pub and reviews
304	Great game Love the gameplay
270	Awesome high five EA :) Its working fine with my Xperia SL Awesome graphics and physics Keep rocking
586	Console Like! It looks just like a console game! Good job Gameloft!
1659	It allows me to share individual photos but not entire folders!  What good is that?? I can easily text someone a single photo  WTH ?  I want to be able to send a link to people of an entire folder with many pics in it from my mobile  Seems useless now   On the other hand I do like that I can view and share excel documents That's pretty cool Although it does take quite a while to load it seems
921	This is exactly what I was looking for in an iPhone banking/checking app.
360	Good
758	Provides for hours of uproarious entertainment!
341	Good Good.. but does this app only works when theres internet connetion?
1543	THIS APP IS A GREAT APP ????????? USE MY BONUS CODE: cherryx3  ???????????? please and thank you ~  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3  cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3
672	Works just fine.
508	I love it! I love it its cool wow!
1275	What happened?? I can't access my program now. Will cancel if problem is not fixed soon!
500	Love it
1361	I love the Nook app.
873	What a great help on our trip!!!  It helped us maximize our time in the parks!!!  A must have
763	Trustworthy and reliable
60	Still work to do please change it......... Not impressed needs a lot of work ........
450	cull lik app
1026	I am truly amazed at how well this app works..the thing that stands out to me the most is the fact that when I am recording my voice for translation, IT ACTUALLY UNDERSTANDS ME!! I have a very deep voice and I have never had any type of software that was able to take what I said and convert it to the correct version..I am very very very pleased with this app..you should get it ??
868	The best app for finding quality apps.
1459	Love how it looks! Not sure where it gets the info from or how accurate it is? But this is the beat looking weather out there!
496	Excellent As promised.  A faithful interesting game with plenty of variety along the way.  Nick Bee
464	Best Printing App Ever!
1235	Hard to get everything u want, many ads, have to pay to read some articles. (I want all NCAA FB news, not just the big tens) or whatever conference u choose
377	Good app :) but no :D in galaxy s4
705	If you use forums a lot, you'll love this app!
1529	Great App :3
87	a a
24	Lame Just stick to Auto Awesome on Google+.
1440	Great and useful app. I have nothing bad at all to say about it. It helps me find the best deals on gas around the city with little to no glitches. Does what it's supposed to. 5 stars!
1068	Really good !
1297	Loaded to my iTouch.  In it Everything is completely opposite - East reads as West.  North reads as South etc.  Don't get this app unless you want to get lost!!  Will proceed to Delete immediately.
1256	This app is good, but very confusing and hard to navigate at first. The review sheet doesn't make any sense, but good app, overall
1157	Love it
1038	Awesome app!!!!
1561	This is just do frustrating. Only solution is Delete and re download app. Then it freezes again on camera launch...! Happened for the last month. Please fix it then I will Gladly give all Five stars...!
1264	At first I thought it wouldn't work but after using it, I have realized that it does work!!
254	4.3.... Please Love this app but cant use it on my 4.3 tablet..... Keeps crashing!
1657	The layout is very clean but it fails to load editing settings or feedback components It has potential, but is still buggy
1228	Why they list this free?
374	Star one!! Nice one... simple UI..
886	Holds interest well.
277	It'sNice aap Good
832	I've purchased 4 different swing apps. This one is by far the best! Great buy!
680	Thanks Flight tracker, just missed flight because flight tracker gave me Completely incorrect flight delay information!
1367	Had it on my iTouch and it was great. Got it on my iPad... Not so great. What the heck apple? I don't want to look at pixelated stuff in your store. Would be convenient to have an update...
1239	Great app.  No bugs.  Thoughtful, provoking news.
1151	Great app. Use it all the time.
1724	Don't Updated to iOS7 cause I noticed the paragraph section is missing the ability to create 'Section, subsection, paragraph and blockquote' as I was able to in the previous version It only allows me to select ' Simplify' or 'Plain Text' I guess they are forcing us to pay for premium, find alternative, fellows!
1454	I absolutely love this app. I scan whatever I see....
1035	Love this app. Use at night to go to sleep with.
1293	Easy to use to manage my account.
457	Hi Nice   .
1009	I love it- it's fun to play on boring car rides?
1519	"I love Google+! It is such a wealth of information. I LOVE the illustrations, the content and ""hangout""room. My husband and I connect using that tool often. It's an amazing app and I hope it catches on."
1676	I love Evernote and I use it everywhere and on various devices (iOS and desktop) I used to love the simplicity of the web interface, but the new one seems too cumbersome and I've had some really weird issues where it has overwritten my notes Overall, I would rate the environment 45
1325	The concept is very interesting. For the most part it's very accurate at recognizing your hand-written numbers and operators entered for calculation. I would definitely recommend it.
835	One of the best ones!
1133	I've used this app for three seasons! This is the first year that NFL owns it. I've drafted 8 teams over those years with this app! Very user friendly.
634	Easy to find songs and purchase in iTunes.
637	It's really useful cuz I'm a astronomer            It's magestical!:/
519	Great game
1002	Great at keeping you journaling. Looking forward to multi-media updates.
1060	Very practical, easy, and for all music lovers.
863	Really enjoyed using this app to help me study. Think the video clips do a great job explaining the various functions the joints and muscles play. Liked the quiz set up.
320	This app is good
131	Well.. I think its pricy  . Now complicated
862	It's great for my anatomy class and I'm sure it'll be helpful in college
78	Nice
1124	I llove it!!!???????????
1390	Being able to change seats on a mobile airline app is imperative. AA's NEVER functions at all. How can they not realize that it just doesn't work?!
867	I was very pleased with this app.  The graphics are excellent and the interface is very easy to use and navigate through.  The quiz options and video are a great bonus feature.  I am really satisfied (especially for the price) and look forward to trying out the other systems' software.  Nice Work!
318	Nice one Interesting
1193	Would have docked a star, but trying to read a magazine on my phone is borderline insanity!  Love that I can add my own books!
1498	Amazing app love using ut
1121	Dump and stupid interface.
933	"I went in and made a playlist, I unselected the group podcasts button so it would go into my list of pod casts so that I could create playlists like NEWS, TECH, etc... it worked for the FIRST playlist created, now it won't work for any of the others I create, it will ONLY allow to select ALL the podcasts... very strange. Please fix.   The ""GROUP by PODCAST"" button is now dead after creating ONE playlist successfully....  I have uninstalled, reinstalled, rebooted my iphone, etc. Please help... an AWESOME program otherwise.   I just have a lot of podcasts and need to be able to group them... the iPhone's hard installed video app does that for me ... but I really want to use your program vs. the iPhones app.... Please advise."
1274	Starbucks really needs to get away from doing business with PayPal. PayPal is a dangerous company for anyone or any business to work with. Their practices are beyond shady and their organization is reckless and irresponsible, top to bottom. Until then, the Starbucks app continues to get one shiny gold star from me.
21	Seren
300	Ghh
1402	this is the exact app every ikea-phile has ever wished for.  i can finally retire my three ring notebook and page protectors!  thank you, IKEA!
769	I am a very superstitious person. I love any kind of ghost story. Short, Long, or a book. But this app has everything from short stories to long. Definitely worth the $$
37	Fix it What has happen to the weekly levels
826	No words, just I love it, definetely 3$ very good invested!!!
1246	Couldn't find screen to enter coupon code an had to enter password 5 times to place order.  Also, no option to add tip when placing order.
290	Good for photo collages.. Should have more free options, but gets the job done, great app?
204	Boo! I don't like the annual subscription cost so I won't upgrade to pro.  I'd gladly pay a one time fee but apparently that's not an option anymore.
202	Average
722	Need more for finding rental HOUSES. But great other than that!
1338	Great App!
1511	Great app! Way better than papa johns
1304	Great app. Wish the instant deals were more varied but otherwise great deals to be had.
1634	It's great for my brother because he's only four so when Disney comes on I can play this for him so he's not bord.
657	Buy it
677	BEST GAME EVER!!!!
294	Good My life has been changed thanks to this cinco app
1037	I was looking for a good nightstand application and instead found a great app. Separate alarms, separate days, wake to music, slide dimmer. All around great app.
1565	Good
1434	Very useful and the creator did a good job
861	Helpful notations. Wish the illustrations were a bit more defined.
648	This is, hands down, the most useful app. I had the lite version but decided it was worth the money to upgrade. It makes it so much easier than the guess and check on the calendar. I love it!!
192	it s ordinary. . u need to improve ur user interface
391	Needs a little improvement Overall the app is great! It would be nice if you could pin posts to your page from the app. Otherwise you CANNOT do it at all if you are mobile. Fix it and you will have five stars!
1537	Looks like it would be a great app, but it only downloads grades for 1 class...hmmm. Pretty useless for me right now.  I'm extremely disappointed since the website is difficult to use on my iPhone. This app has too many connection problems & it's too slow. I'll use the crappy designed website until this app gives me something useful to see. I'll try back later :(
1125	Awesome game
436	Mantap
1668	I dislike the latest version My notes randomly disappear They are listed under the wrong name (usually by the one that is actually above it) I LOVED the version prior to this one This version is making me lose my confidence that my notes are actually being saved!
1310	Gave me an error first time after uploading check images. App crashed the second time while uploading check images.
437	Nice V gud
172	Awesome Nice
1592	Excelent
139	Not good Why i cannot clear chat history. Come on.  There is no option for clear history. Please fix that!
471	Office suite pro Works great
93	Nice I like it
1478	This is the best weather app ever! Great job, it totally outclasses other weather apps.
645	Makes it easy to keep track of mileage
1177	Most translations aren't even right
655	It is a good app but I eat a lot of home cooked meals and it's hard to find the exact thing I ate.
1521	The is a great app for someone on the go that needs to know what is going on w/ the delays. This app has helped me be in time to a few interviews.
1495	For some reason when you ask someone about this app they will not tell you well I found it
424	Are you listening! ?
1516	I really love to shop on the delias website. Now i can look at the catalogs on the go or anytime. I love this app.
1507	It is a good app. It definitely saves time finding online books!
77	I lov Mmmm
1628	Ggugtg
674	Now that it comes with iPad Keynote integration, this app is worthwhile to get.  My only complaint is that notifications on the iPad interrupt it.  Which you can fix Apple by improving the notification system.  *cough*.  So get this if you use Keynote :)
848	Helps so much with meal planning and grocery shopping.  Cuts time off of both those activities.
1099	Not so much
752	VERY WELL
1685	Used to be my most used app, but now it's a pain to find hotels when searching a geographical location  I now have to enter numerous towns and do numerous searches to find what I'm looking for  New version is a step in wrong direction
748	Highly recommend this app to listen to ATC conversations from around the USA and world
1209	As an author, I definitely nee something like this on the go. It's nice not having to wait until I get home to type the next chapter of my book, and I don't have to carry around my binder full of notebook paper. This is amazing ad extremely convenient!!
419	I  like using this application for my embroidery business. Enjoy using this application for my business.
433	Good
1020	I can't even install it. I am now with out my navigation. This is the worst. Hurry up and fix it and I will change it to an 4 star
1648	Charges made without any request and no approval
108	Specs fail I noticed the same on my note 2 it says tht i have dual-core...
