id	comment
156	The white app icon is so atrocious, I'm hiding it away in a new folder that I'm naming 'Ugly Apps' It will be joined by Photos and iBooks Some other Apple bloat-ware apps, like Game Center, Newsstand, and Passbook could go in too, but they'll just stay in my 'Crap!' folder instead
378	I am a little bit in love with pinterest! very addictive, a little slow though!
352	This is not a review of the Dropbox service (which is great) but of this app, which can use a lot of improvements The single most frustrating thing about it is that it displays only a dozen or so characters in a file name Since I have thousands of files, some with long and descriptive names, it is impossible to find what I'm looking for unless I download the files to the iPad one by one There is no way to resize the file list to make more of the files visible Why not?
189	I love Dropbox on my Mac and I use it all the time to share files with my photography clients However I find it very annoying I cannot email the link to my clients in the iPhone app! Makes it hard for on-the-go sharing! What's the point of the app if I cannot share my folders?! Please change!
183	What happened?  I used  to rely on Dropbox to transfer files from my iPad to my computer The camera upload still works but that's about it They need to fix this App!!!!!
93	What happened?? I can't access my program now. Will cancel if problem is not fixed soon!
119	Since update I can not open links or pictures from email. Please fix.
269	After this latest update I can't even get into my account on either my iPhone or iPad it says incorrect password!!! What a freakin joke of an update! Do they even test before sending out these updates or what?
24	Mostly great! Best photo editing app for me I've ever used. Except the one thing I really wish you could do is use one of your own gallery photos as the background for a pic frame
41	I'm very disappointed with this app. I loved when it worked, but since the new update it won't even open! That last update was at the end of October, and now it's the beginning of December .... one would think that a big company, with I'm sure a nicely paid Tech team, would have figured out the bugs by now. Don't waste your money on this app until they fix it!
271	I like the app but suddenly it won't open and I can't get to my notes
326	This app is misbehaving big time on me WHY??? I love this one and its just not working right for me'( now it won't download the features is Stuck I don't know if its me or you ???Please Try Helping me,Thanks Again '( '( SOS PLEASE HELP GET THIS APP TO WORK FOR ME TY PAM THERESE LUKASZ PARKRIDGE,IL 60068 '(  -#  X  @  &gt&ltTHANK-YOU FOR FIXING MY PROBLEM ,SO FAR GREAT JUST LIKE NORMAL TY TY TY TY ) ) )!!! ((((HUGZ))))!!!!!!!  =]
197	Dropbox no longer accepts files from my iPad since latest IOS update Before this issue the app actually worked and was an easy five star
225	Latest version seems to have stopped playing my videos  Sad
75	I love this app....... When its WORKING!!!!!!!!!!!!!!!
263	Frequently crashes and does not allow local storage of personal notes, which are automatically stored on painfully slow Evernote servers  Personal notes and passwords have been compromised by hackers once already  Hope you did not have anything sensitive in your notes!
78	"""Attic"" is a synonym of ""noggin"" but not vice versa. By the way I like the wiktionary thing."
99	Gave me an error first time after uploading check images. App crashed the second time while uploading check images.
195	Argh Crashes all the time This service, and this app, would be great if the app didn't crash when reading PDFs  Great when it works
89	All my settings are on and yet the phone doesn't alert me on the relevant info I plugged in. The iPad version is keeping better updates.
123	Looks like it would be a great app, but it only downloads grades for 1 class...hmmm. Pretty useless for me right now.  I'm extremely disappointed since the website is difficult to use on my iPhone. This app has too many connection problems & it's too slow. I'll use the crappy designed website until this app gives me something useful to see. I'll try back later :(
379	Best pic edit app Great app Jus cant find how to remove text from a pic
129	After I installed my 12th vid app has frozen and I cannot access the app or any pics.  Any help ?
316	2114 Will not let me share recipes with any of my friends
277	Really need to know how far a restaurant is from my current location so that I don't hAve to take a cab from hotel or fight traffics Would like to know what's near me    Too bad it has the makings of a great app!!!  Back to yelp
46	I can't load 2 minutes of any video, and now I can't even fast forward the video at all. I used to love this app, but you idiots ruined it for me. Does anyone know where I can get a new flash video player?
349	I always use dropbox with Upad, but this newest version can't open PDF files with Upad anymore plz update as soon as possible
270	Just installed update and it's unusable now because it crashes 100% of the time upon startup
45	I just installed on my 3Gs and it took forever to load .. Now when I tap  on it it's just a blank white screen .. I'm pissed
213	This app used to work flawlessly After the most r event update however I can't even open it I get the logo screen and then the app crashes completely The update has rendered it useless!!
149	None of my photos will load even tho they have been uploaded to Dropbox for months Ever since the update none of my photos show up in Dropbox It's just white boxes App is no use for me if it won't load my photos
85	It's need an update where u can post a new chapter of your story and where u can upload a cover for the story! >:0 And it keeps crashing!
292	Search engine not complete Searched for house rentals in Healdsburg, CA Having friends there, I know that there are more than 16 b&ampbs Also no results for house rentals in the valley Love trip advisor and use it often on the computer, but this app doesn't provide you with proper search options
4	Can not edit PDF :-( I just wanna note something in PDF .but I cant.
7	Just ok For God's sake we need a new icon and interface, seems so outdated!!
8	Good bt not satisfied :( Can't reply.. no tagging.. please add more features..
14	Doesn't save progress online Great game except it doesn't save my progress in online mode. I'm smashing fools and still stuck on Rank 11.
15	New update Great app but would be great if app locker could be turned off from widget and also pattern password rather than numbers or letters.
26	Good camera app It's a very nice camera app with so many effects except no video recording. Please put video recording with real time effects. it's a good app though.
29	I love this app using it for a long time a year works great but started to show wrong stars even after I adjust them with moon it happen after your new update please fix it
30	I was having problems with my Simple Machines forum crashing  while posting so I installed tapatalk. It freezes almost daily, but not before I finish a post. For that reason alone I keep using it.   Unfortunately it limits my access to parts of the forum that are very useful to me. I cannot search the forum at all. I cannot see who started a thread, I cannot see auto signatures and I cannot use emoticons. Some of my browsing shortcuts are not available. Tapatalk offers nothing near the full browsing experience but it works and that's enough for now.
34	bought the app, worked good the first time, now it opens with just the home page, wont do anything else, disappointed
35	Nice going. I loved this app. You could match any face anyway you want. Till I downloaded the update. Now the hue a saturation is all messed up. It was perfect before. Change it back!
36	I use this app traveling through six countries in Europe over a period of three weeks and it was flawless. The off-line option always worked great. Do not expect this map to give you distances from place to place it will not do that. But once you get into a city if you want to get around, this cannot be beat.
38	Love it but it's crashing with the new update!!
40	The few times it worked it was an awesome app. Now it's total frustration: takes forever to load and then crashes. Lame!
42	The interface works great and mapping is nice :) Only bug I've seen is Facebook integration at times.
43	I listen to it a lot. However, it will once in a while disconnect for no apparent reason. When it disconnects, it will repeat previous transmissions. I would like more APD and less Fire and Ambulance. Great app!
48	"I went in and made a playlist, I unselected the group podcasts button so it would go into my list of pod casts so that I could create playlists like NEWS, TECH, etc... it worked for the FIRST playlist created, now it won't work for any of the others I create, it will ONLY allow to select ALL the podcasts... very strange. Please fix.   The ""GROUP by PODCAST"" button is now dead after creating ONE playlist successfully....  I have uninstalled, reinstalled, rebooted my iphone, etc. Please help... an AWESOME program otherwise.   I just have a lot of podcasts and need to be able to group them... the iPhone's hard installed video app does that for me ... but I really want to use your program vs. the iPhones app.... Please advise."
49	Now it crashes and I can't get in anymore. Please fix!
52	Good ap but the usage of activity points does not work. Not shown when the add button is selected. Fix this. Other than that, no problem.
58	I'm glad I didn't pay the $10 for this app. Every time I try to load it it crashes. There's a 50-50 chance that I will get alerts. I got the app so i would know about warnings and to help keep my family safe. I would not recommend this app unless they fix all these issues. I want something that will work all the time not half the time.
59	The new update doesn't work. Won't even open now. Can't believe I paid for this app!! I have found better apps for free!!!
60	Crashes after update
63	App hasn't worked in a month. That shows no effort in trying to fix this. You all failed.
64	I can't even install it. I am now with out my navigation. This is the worst. Hurry up and fix it and I will change it to an 4 star
68	Does everything I would need a simple weather app to do. Radar is slow to load, but I have another app for that. There's not a lot of detail in the information, particularly in details for upcoming days. The forecast is no more specific than a high and low temp and a picture representation of the weather for the entire day. Nevertheless, this isn't meant to be too detailed, and it provides plenty of info for the current time. My biggest complaint is that the app crashes on startup often. Sometimes it will load the second time, sometimes it requires a restart of my iPad 3rd generation. It's a nice looking app, the kind that you would want to have on your iPad, it just has a stability problem.
69	After you edit the photos on the iPad there is no way to move them to the iPhoto app on a Mac. They don't update on the Mac. Please fix this.
71	The effects are really cool. Nothing like instagram. But the app crashes every time I try to save. Needs to be fixed.
73	The upgrade keeps crashing and I can't even get it to work!!!!
80	doesn't load properly on my 3GS with the latest iOS. used to show picture relating to current weather but not anymore. radar map takes forever to load.
84	The only thing this is good for is starting documents. If you try to upload your documents from google documents the document is just gray.
88	This once great app is now useless.  Every address I enter fails.  I was a faithful and constant user before the update, now I am searching for another app that actually works.
90	I have the paid $20.00 version. Worked great until update. Seriously, nothing works now. Greens are not tee boxes and swimming pools are not greens.
91	Will definitely download and re-rate as 5 stars when this is fixed. Unusable if you want that option, which is why I give 1 star.  Dont bother putting brown rice in the special secrion as it may be missed.  Great way to order and avoid any miscommunication with staff.  Love the food a ton!
92	I downloaded this app so I could load my physical card and take advantage of the $10 free offer but the app won't open. I've rebooted my phone, and deleted and reinstalled the app. No luck. Was there any quality control on this thing?
94	This app was great until the most recent update. Now it crashes all the time. Do NOT download until this problem is (hopefully) fixed!
102	It is the best app ever.
107	First off, let me say that it looks great...if I could get it to stay up for more than 5 seconds...then it CRASHES!  The concept is wonderful and the app appears to be very nicely done from a user interface standpoint but it is very unstable.  Big disappointment since I use this for my doctoral studies, major failure in the mobility and convenience categories...0 out of 10 for usefulness.
115	I was using the app which seemed great until I noticed it was posting to my fb page even though I opted out. Deleted app because it doesn't give you the option again after the fact
116	Every time I use it, it crashes. If I don't use for 25 days, pinger says they will give away my number. Terrible app.
118	"The app is fine but the one thing, (and really only thing you need it for) isn't working. I attempted to pay a bill using the credit card already on file and  after several minutes of ""beach ball"" froze the app. I had to go to the website to pay my bill."
128	This is just do frustrating. Only solution is Delete and re download app. Then it freezes again on camera launch...! Happened for the last month. Please fix it then I will Gladly give all Five stars...!
130	Very fun but the server is apparently not that big for all users. My app keeps getting errors when I try to open it and play where I don't get that with other games. Haven't been able to play all day
132	Very aggravating! First, game wouldn't load, just got loading spinner. Now game will load for 1 play then when you try to play again......black screen, loading spinner! Waste of money! Please fix it!!
138	Ever since iOS 7 update, Dropbox has not worked constantly crashes, when it does run it is EXTREMELY slow, and there are problems with camera uploading PLEASE FIX ASAP
141	Since the update, it won't backup to Dropbox
142	I have an ipad 1st gen which can not update anymore I want to install dropbox on that device but dropbox can not be installed! I hate it Why not support the previous IOS version? How can we use it?
143	My iPad works fine when I open Dropbox But every time I open it on my iPhone 4 is either crashes or it continuously pulls up a messiah making it hard to close It needs to fixed Fast Even after the current update just a day ago it is still crashing on IPhone!! This needs to be fixed
150	I care more about the functionality than the looks, so this review will say nothing about the updated look  There are some major bugsproblems with the update!!!!  I am no longer given the option to 'open in'  This means, I can look at my Numbers spreadsheets, but I can't 'open in' Numbers, so I can't work with those spreadsheets or enter any info on them  Major issue!!!  It makes dropbox completely useless for me     Please fix this !!!!!
151	This update makes it harder and slower to use The icons for different file types all look very similar, which makes it slower to scan through and find the desired file The old version used colors, which made it much faster to use
152	The inverted colors of the icon induce retinal after images, and in-app, the whiteout is hard on the eyes The experience on an iPad Air is one of huge expanses of white or badly contrasting off-whitelight blue and stencil-thin pale icons battling the brightness of it all The spartan look works fine on an iPhone, where there is proportionately less white assaulting the eye with the iPad, however, I keep trying to reduce the brightness of the display, but that only further impacts contrast and legibility   Also why is it not possible to change names of files or folders??
153	Since they did a new update almost all my JPEG take too much time to open or even don't open I need to save the file to see the photo on my iPhone   How can I have the old version?????
157	HOW CAN I CAN MAXIMIZE THE SLIDE SHOW ?! IT DISAPPEARED  BAD UPDATE
159	When I open it crashes my iPad
160	Im on a crappy hotel wifi that goes in and out Been trying to download a 1gb file for over 2 days now But for some reason dropbox has not allowed favorited downloads the ability to resume  and instead restarts the download from the beginning every time it fails It's almost 2014 We have the technology to RESUME A DOWNLOAD what's the problem here?
161	It does a poor job at retaining the starred items in memory So I wait a long time for an MP3 to buffer, I 'star' it so I won't have to wait next time But then next time it often has to buffer all over again!
166	Needs to be less crazy
169	Music takes 15 seconds to load after you have selected a song ( doesn't matter if I'm on Verizon LTE or Wifi) also, it doesn't play the next song automatically instead you have to open the app, go back and pick the next song in the folder You can't even hit the 'next' button to skip tracks  Please fix these in the next update!  Running iOS7 Same issues on iOS 6
170	You can't download any videos into your phone Like come on I don't know why yahoo would do this to me making a deal with Dropbox
171	I typically don't leave support as my feedback, but I can't seem to get a response This app crashes each and every time I try to open it on my iPad 3rd gen I use it often on my Iph5 but for some reason here it doesn't work Please update ASAP so it works again
172	It works on a few platforms but I love to keep changing my phones every couple of weeks and this app is not universal on all platforms They need to release this app on more platforms like newer Windows Phone 8 like Lumia 1020 and then it will be true 5 stars Till then, sky drive wins
173	Always loved Dropbox Reliable and handy Newest version has menu problems Can't upload Please fix! Thanks!
175	I'm having issues with moving my files
181	I install Dropbox yesterday When I start the App the  dialog box ' app wants your location' appears in an endless loop
182	I have not been able to use Please fix
186	New update doesn't detail what's changed Now the app doesn't work Just a black screen with a gray bar at the bottom Please fix soon
187	I get a pop up about push notifications and if I push ok it pops back up again making it completely inoperable I tried changing all the push notification options and it doesn't fix it!
194	This app never installed correctly, I don't see the icon Nevertheless, it always show up in the App Store under Updates It always says Installing I can't update it, can't delete it, can't use it Only App I've ever seen that does that  ZERO stars!  What a Joke!
202	Spent many hours successfully transporting pictures Site then froze when I needed to export All pictures are locked and frozen I keep trying to re- access the app site with no success
204	somethings wrong with the last update  i only can view pdfs once   after opening for the first time, cannot view them anymore!    the latest update fixed the issue of crashes and also can view the pdfs without problem thanks a lot for your work!  however there is still a problem which is that when you try using the 'open in' option in other iPad applications, and ask to open in Dropbox, the filed just opened shows up in the iPad Dropbox application, but the Dropbox server is not updated meaning that file is not found in the Dropbox folders if you access the folders in a different devicecomputer, etc
207	Downloaded the latest update and now my app has disappeared, and the App Store won't let me download it again
209	I can't open the goddamn app
214	I can't open it on my ipad 3 Help! Crash! Crash! Crash!
216	Thanks, Dropbox  Here I was, thinking Dropbox is one of the greatest inventions since sliced bread  One update, and I can't access my files or photos on my gen 3 IPad  I know it is Presidents' Day weekend, but can someone fix this please?  Maybe you are enjoying time with familysure would be nice to share pics with them
219	Cannot open any saved files
221	The automatic upload feature is ridiculous as there is no intuitive or easy way to stop it  Also, the delete function is confusing and should have some sort of dialog box informing you that you are about to delete a photo on your ipad, not just in dropbox interface, and ask you to confirm that you want to do this  My wife tried to stop the automatic upload and hit the delete prompt thinking that may stop it  We now lost photos of our newborn which we cannot recover  Thank you Dropbox - you just lost us photos we will never get back!
224	The latest revision (as of 10 January 2013) loops endlessly when trying to upload a 411KB file  Had to email it to move to another device
231	Update, EN performance has improved considerably (from 2 to 3 stars) since my last review, however the app remains pretty buggy It constantly reports failure to synch, it freezes momentarily between all actions, it crashes here and thee, and the search function sometimes fails to find key words I am borderline thinking of going premium, but also keeping an eye for alternatives Note, some of my problems may be related with some incompatibility of iPad2 with iOS7  Previous review, After several months of daily use, and building about 1K pretty intensive notes, I was in the process to put a serious long-term commitment to EN- but I've had to seriously rethink this after the problems with the last upgrade The problems I've experienced are not as severe as what others are reporting Mine have been mostly with the iPad 2 version, while the desktop version w MacBook Air has continued to work OK   On the iPad things have actually improved quite a bit over the past week, in terms of less freezes, when trying to do a search- so for me it is wait and see, to see if EN can get it together The searches have also become less efficient and clunky in all iPad &amp Mac desktop versions I am still working on EN, but will also be on stand-by, and looking for possible alternatives  I don't have many concerns w the new design, as others do-- but I do hope that EN programmers can stay focused on the real issues
234	I love Evernote and have become very reliant on it, one of the apps I can't do without however I am without it now because it crashes on open and will not open on iPhone  DO NOT load the Dec 12 update!  Evernote please fix
238	The app has been unbelievably buggy since the last update Cannot trust using it on iPhone (only desktop and iPad)
239	Brilliant app but crashes on iPad and iPhone
242	I dislike the latest version My notes randomly disappear They are listed under the wrong name (usually by the one that is actually above it) I LOVED the version prior to this one This version is making me lose my confidence that my notes are actually being saved!
243	Evernote is an excellent and indispensable service in my life I'm happy to be a premium subscriber    The mobile app, however, seems to be getting progressively worse The latest version is clunky and buggy Not to mention that 'announcements,' which are essentially ads, now occupy the app's prime real estate If there were an extra-premium subscription that would let me hide those and focus on my work, I'd subscribe!    I love the document photo feature I use it daily In the latest app iteration, though, this feature causes a crash Arg!    I'm an Evernote evangelist, but I honestly could not recommend this mobile app    ???  ORIGINAL REVIEW  Thanks for your hard work Happy to be a premium subscriber    Only suggestion add ability to copy note links
246	I really wanted a note system I could trust, but Evernote just lost all my notes on the upgrade
247	It seems Evernote did not understand the spirit of iOS 7 The design seems flat for the sake of flatness Usability has been thrown out the door It's very confusing to use the app Simple actions are painfully slow
248	Okay Evernote, I hope you are listening You had a great idea But 'note' should not be in your name Call it Eversomething The text formatting makes it virtually impossible to create a note with any form of rich text, bullets, numbered lists, indentation, etc Maybe the underlying code base or architecture makes it difficult to create rich text with proper formatting I don't know, but until this is fixed it is not useful And man I've really tried to like Evernote The synching ability among so many platforms was great But I have to go back to OneNote now Who knows if you will read this But I really wish you would understand this huge weakness in your product And I have done a good amount of googling around to know that I'm not the only one around wanting better text capabilities Please fix this I really want  need a proper Evernote!
249	The search function isn't working and I have to sign in every time I open it Evernote needs to fix this Other than that, I love Evernote
253	Was just beginning to trust this app until 7 update Quit working for all practical purposes Will watch for patches and post an updated review I really was wanting this app to be effective They have some silly new process to sell post it notes Not!
257	?The highlighting of words works but the menu that pops up to copy, cut, paste etc Won't stay open long enough to be used ?When placing the cursor over text when the keyboard is open makes the text jump every where but where you want the cursor to be
258	No notes showing up All the notebooks are there but they are all empty Boo
260	Seems like the Evernote religion has passed me by Perhaps there are handy tools that I am missing trainings that are obvious to all but me But, really! The notes, bullet points, spacing, numbering all fail when i transfer to Word and other systems The resulting formatting problems take longer than just starting over and retyping notes I also find that the left column flickers and the program crashes at every other use About 1 in 4 syncs give an error message     All that aside, I like calling up notes on my phone, ipad, and desktop (almost) whenever I want If this problematic version is intended to induce me to go for another version, it doesn't In fact, if this version were more solid, I'd be tempted to buy the upgrade
261	When this app worked, I'd give it 4 stars But shortly after having it I got several errors about inability to sync And then I couldn't open all my notes And now it says trouble reaching evernote server Btw the solution to that 1 (after I tried reinstalling and rebooting) is to log in using user name instead of email (or vice versa Whatever you're having a problem w try the other) But annoying this happens at all     If it works for you, this is a pretty good app to help you keep all those notes you scribble down and email yourself in 1 place
268	Today's update, dated March 1, 2013 is horrible!  Every single time I open up the App, it defaults to the 'Updated' view of all my notes Then, when I select either 'Title', which is how I REALLY WANT to organize my notes, in alphabetical order, or I select 'Created,', the App immediately crashes and closes  I have tried this over 50 times! I tried rebooting my iPadno to avail  I tried deleting the App all together, and then reloaded it, but still the same problem!  This HAS TO BE FIXED ASAP PLEASE!!!!!!!  I can't effectively use my notesit's too much of a hassle to try to look in each month for a note created, and even each month is not in alphabetical order  THERE IS NO RYTHME OR REASON TO THIS UPDATE!!!!  I have always been one of your biggest advocates and proponents  If this bug isn't fixed pronto, I will have to delete Evernote permanently, and use a different App!  ARGHHHHHH!!!!!!
274	I was looking for the longest time the save (Favorites feature) button until I noticed that it only appears when iPad is hold in vertical position (upright) This was so weird I usually hold my iPad for trip advisor in horizontal position (sideways), so the button was nowhere to be found? I hope that the tripadvisor fixes this UX usability issue soon
278	Was an excellent app  Now crashes on iPod touch since last update  Won't open at all Please fix asap!!
281	Locations on maps are incredibly inaccurate Sometimes it's only a few blocks wrong, or maybe a mislabeled street, but I am seeing much worse locations outside of San Miguel de Allende are shown within the downtown area Want to golf? Go horseback riding? Come to the historic Centro, where it is mapped but doesn't exist The most funny in accuracy is the pyramid supposedly a few blocks from my rental house  Next problem, related to this is the 'Near Me' function First, the app couldn't find me Instead, it thought I was in a town two hours away and showed me attractions for that town When I dragged the map to the town I am in there was more of the map craziness, but even worse The few locations that were accurately mapped now shifted to within a block or two from my house  Lastly, the new version is less functional than the previous version And it's a lot less functional than the website  Bottom line is that I am deleting until at least the map issues get fixed I am definitely unhappy with this version
282	Most of the hotel reviews, especially from poor hotels, are fake and most likely posted by employees Notice how after a negative review is posted, it is invariably followed by several glowing reviews And because TripAdvisor is paid by the hotels listed on this site they will remove negative reviews if pressured by the hotel
283	I love this app It helps me a lot when I'm on the trip but one thing that makes me mad that when I click to see the photos It's only show 1 pic and I got stuck I have to delete the app and redownload it again ??????
285	Unable to save forum posts that are the most useful suggestions when out on a trip No Saved Trips that you personally put together to assist you when out &amp about with your mobile What good is that? Not many will find a wifi and open their laptop
287	Then you have to go back to search, and zoom in from a global view Buggy
288	Lag! Very Laaagggg! Please fix it!
296	Failed to upgrade I couldn't upgrade to the new version, had to delete the app, now I can't install it again
301	Error report Not ok
308	New updates force close Please fix This new update causes the app to stop all the time and it's irritating Please fix and I'll go back to five stars
309	Update issues! As soon as this was updated it will no longer give me accurate search results! Please fix pinterest!
310	Great app Occasionally freezes or has errors loading & pinning  I have also had issues refreshing feed at timesbut otherwise great app
311	Confusing If you have never used Pintrest it is confusing Now they have a new mapping thing that you have to say if you want to use every pin Also pops up for you to rate it at every log in so save yourself the annoyance and rate it right away
315	Keeps telling me to reset my password,because it is in safe mode,but will not send me the email to do so!
317	I'm loving it  Mind you it does keep freezing up
319	Bots? I would rate it higher i love the app but it says there are bots on my network and i cannot fix it
322	Why run at startup?? Asking for unnecessary permissions Also I do not want the app to run at startup! I would rather uninstall this
327	Fck Fix this cause always error
329	Please fix this Idk it uninstalls in my phone automatically And I ha e to download it again n again
332	I have a factory refurbished older iPad and it cannot run IOS 7  Can't you make a 'legacy' Dropbox app available for those of us that don't have brand new equipment?
333	Older versions of this app used to allow me to preview word, excel and pdf documents While the preview pane is still there the app just tells me the file name and size and does NOT display the content Completely useless
346	It's way too slow!! Loved this app Then I updated and its like a flipping sloth Ugh!! FIX PLEASE!!
247	Love this game. But since the update it crashes every time I sink my first battle since update. I'm on the galaxy note 2. Please fix and I'll go back to 5 stars
773	The best I game ever!
1557	Couldn't be better really, with options to copy results and also send via text/email..  would like to see an option for viewing results full-screen, sometimes the end gets cut off.. but it still copies/pastes all of it so it's cool ;)
1503	Bring back the accuracy on lending card 'line availability' knowing if, when and how much ur over ur limit is very beneficial when u run every single thru on AMEX!! It's not been working for at least 7-10days now.
538	Coooooooolllllllllllllllll Einfach Spaß haben Coooooooolllllllllllllllll
1782	It's great for my brother because he's only four so when Disney comes on I can play this for him so he's not bord.
424	Useful Apps Okay
1225	Very practical, easy, and for all music lovers.
792	... Best app ever!
262	Well.. I think its pricy  . Now complicated
1713	I have only started using this app after having it on my device for over 3 weeks. I was influenced to use it when a saw a colleague use hers with glee. The idea that actual people are entering the data (mechanical turk?) gives me hope that the cards will be captured correctly. Time will tell. The first capture  of my cards look great.
1344	Love this site it nails every question I have ever asked.very helpful and resourceful.once I found i could download this app for my phone it made it so much more convienant for us.my family goes by it and we love it!
120	Lame Screen goes black when focusing. Lag. Long initialization. Please fix some.
1174	I have been a P90X client for some time now and love the workout!  With the P90X app I now have the option of taking my workout to the gym or with me when I travel. Plus the nutrition journal makes it easier for me to keep track of what I eat during the day. For me it is a great app! Glad I purchased this app!
860	This app is a fixture in my college studies. Good Reader technology turbo charges my research and puts me ahead of the pack. I couple it with Instapaper, papers, and an air printer app or two and the power is in my hands (and pocket).
1481	Always a big help, love your video of the venese beach wax king selection
409	Very slow Call isn't connect sometime, then we want to do switch off
728	Good Love it :-)
937	This a great tool for a rapid lab consultation.
1220	Epic..FAILLLL
713	Very nice Software. Works great to meet two hearts
1774	Awesome & convenient
1580	Pretty average although its hard for me to manage with it cause it's kinda difficult
852	I can't find how to buy add ons. Plz help other wise great game
513	Does exactly what it says on the tin Effecient enough to check and respond to my emails
1636	It was ok.
248	Good app I really like the functionality and flexibility this app offers.
1501	Great UI that aggregates so much information into one place, great app! Super intuitive to use.
966	Great app. even for smaller regional airports.
1239	Great app
207	Idk Why does it FOREVER to download!?! I have a galaxy 3 mini and its so long :'( Like i downloaded it cuz its says download over wifi and i accepted it and it was still downloading for two !@#$ing hrs!!!!!
202	Awkward menus I bought this app. ..quickly attempted to do my most common types of formatting, and found it very slowly and fiddly on my note 2.  Much better on the BlackBerry.  So, as quickly as I could, I attempt to un install and get a refund, can't!!! So am I stuck?
298	Decent but resolution too low I like the options and customization available but it can't take pictures at my Note 3's native resolution.
320	Passt Naja
678	No holes Great app.
530	Good
1676	The is a great app for someone on the go that needs to know what is going on w/ the delays. This app has helped me be in time to a few interviews.
474	Works fine and fun Everything's good now only problem is, is like mentioned on by another commentor is the it crashes when u scroll through ship selection other then that little problem it's fun to play good job ubi and it also says theres a Google play edition ship but I cant find it.
237	Ok
755	Gs4 Love it great new puzzles
648	Great game Nice graphics and runs smooth on HTC One
1752	Fun way to get back in touch with classmates in a time-capsule way!
46	can't even download I purchased this game but it wont even download to my device
659	Mojukg Mouse monster Maxwell man of the sea! !!!!!!!!!!!!!!!!!!!!!!!!! 2
527	Best of what's available I've purchased a few of these word emulator apps and Office Suite is the best. It's very easy to edit with the toolbars. I would give it a five but there are some word spacing issues and I've lost edits occasionally when saving to Dropbox
1039	I was very pleased with this app.  The graphics are excellent and the interface is very easy to use and navigate through.  The quiz options and video are a great bonus feature.  I am really satisfied (especially for the price) and look forward to trying out the other systems' software.  Nice Work!
1134	Probably a great app for 4 and up. I've used it with several 2 year olds and it's amazing how quickly they catch onto the spelling part. However they are confused by the plane when they can't move it. The tilting the iPad this is not natural for them and the fact that if you're not directly on the plane when you try to trace the letters really throws them off.. If only there was a way to play this on easy mode it would be perfect for younger kids to learn their ABCs. Then activate the tilt functions when they are older or master the easy parts.
898	I have sold and bought many things using Craigslist.
803	This game is really fun and a great way to learn facts, geography, capitals, landmarks and locations of all of the great states in the United States! My nephews are into strategically placing the stacks. Super learning fun!
1684	Great App :3
414	Probm on Grand My Grand often hang while playing this game
1038	I actually believe this app is totally awesome in helping me prepare for my boards. However, just as the muscle name is given in audio; I wish there was an option hearing all the muscles info in audio. For me, retaining info comes better in audio, activities, and constant quizzing.
564	Excellent app Love the features and so easy to use.
1117	Great app
1641	Easy to use....love French...using French stations to improve my French. It's working!!!  Merci, merci!!!
1086	Join my communities SUMMERPM and DRIVENOVERBOARD please. Oh and this app is good -ADs tho
341	Ok Love the game but after update its at 0mb/0mb and not loading im ysing the Samsung galaxy s4 active
1101	Told me I was 31 when in 13 very sad app lowers self asteem lol don't get this app it is misleading and very inaccurate do not waste ur time
775	Perfekt Hervorragend
1479	Great app, huge selection of titles, and great free section with plenty of releases semi-monthly/monthly. Only problem is the viewer occaisonally hangs up but not often and restarting the app usually remedies this. Overall, one of the best apps in the entire app store.
1109	If the stars could higher I would rate them as so. Want to be an orthopedic surgeon and this is the best app I've ever came across for learning the skeletal system!!! I would recommend it to anyone from a surgical trainee to a high school A&P student! The best, can't say it enough!
1040	The best app for finding quality apps.
581	Ganz gut Wird  auf die Dauer sau langweilig weil es immer des gleiche ist ...
1311	Best
290	Nice Its useful
189	Glitchy Would never load my new emails. Switched back to native email client on my Note II.
862	Yes
1373	As an author, I definitely nee something like this on the go. It's nice not having to wait until I get home to type the next chapter of my book, and I don't have to carry around my binder full of notebook paper. This is amazing ad extremely convenient!!
589	Ma
636	Best Printing App Ever!
1037	Good basic muscle app, worth the $
672	Fun
793	Fun and engaging So far the game has run smoothly, been enaging and fun. Its easy enough I don't get annoyed and hard enough I don't get bored. Will update after some time of playing.
1305	Cant go wrong
437	Awesome high five EA :) Its working fine with my Xperia SL Awesome graphics and physics Keep rocking
1657	Makes finding hard-to-find deals easy
519	Nice Gameplay takes head to head with desktop/gaming devices version
1583	Liked the idea. Implementation was horrible though. Can't read the dang books. What's the point to this app if I can't zoom in on the text to actually see it. With even the best vision no one can read the books on here!! Why would you even think of creating this app of it doesn't work properly?? I'm incredibly disappointed in you Google.
1167	Great app.
181	Hmmm Messages I receive on my app don't show on the laptop version of Skype and vice versa.
385	Not worth installing My HTC does most of this in settings.
130	. Is still laging.
1726	Love it!
1452	Easy to use to manage my account.
610	Nice V gud
974	It's easy to use. Keeps the battery conditioned for sure.
1404	Loved it!
657	Good Good
567	OK a bit slow
99	Terrible It took forever to download
923	VERY WELL
1188	Great app  Really love and use almost daily. Would have given 5 stars except for label limitations.
661	Osum Evan
626	Excellent app Does everything I would expect in a mail app
690	Smooth and well
1240	This is a very useful tool when posting animal that I have up for adoption!
1056	"When I was a second grader,I kept loosing on the game ""Bingo"".When I play it,I'm a winner.Thank yyy-yyy-??"
1057	Holds interest well.
1643	Great App!!!
666	Best app ever It's a really cool app I can do things that I all ways wanted
