id,appTitle,userName,date,score,text,fileDate,fileCategories,contentRating,appId,reviewId,processed_text,label_UE,label_BR,label_FR,label_R
954199,Zelle,JLandin01,28-Jan-19,1,worst payment app ever good luck trying to verify your account,2019-04-07,FINANCE,Everyone,com.zellepay.zelle,1565102,worst payment app ever good luck trying to verify your account,0,1,0,1
289566,Battle Royale: FPS Shooter,catboy6785 brookshire,24-Feb-19,5,they need to fix the tanks shots,2019-03-08,ACTION,Teen,com.fpsshooter.battleroyale,472577,they need to fix the tanks shots,0,0,1,0
249135,PUBG MOBILE,,24-Mar-19,1,I think this is the most useless game ever because it will take a lot of GB and it's suck._ôÖ__ôÖæ,2019-03-24,ACTION,Teen,com.tencent.ig,381830,I think this is the most useless game ever because it will take a lot of GB and it's suck.,0,0,0,1
727631,Duolingo: Learn Languages Free,,07-Mar-19,5,Exceptional learning experience!,2019-03-13,FAMILY,Everyone,com.duolingo,1216246,Exceptional learning experience!,0,0,0,1
902234,PayPal Mobile Cash: Send and Request Money Fast,Tex Astraders,03-Apr-19,2,app does not update unusable as it is installed.,2019-04-07,FINANCE,Everyone,com.paypal.android.p2pmobile,1484567,app does not update unusable as it is installed.,0,1,0,0
1018108,Love Poly - New puzzle game,Nina Gierejkiewicz,25-Mar-19,5,it was so cool,2019-04-21,FAMILY,Everyone,com.love.poly.puzzle.game,1665929,it was so cool,0,0,0,1
809141,Quizlet: Learn Languages & Vocab with Flashcards,Jeff Cline,20-Mar-19,5,Lots and lots of fun. Yay.,2019-04-01,EDUCATION,Everyone,com.quizlet.quizletandroid,1340598,Lots and lots of fun. Yay.,0,0,0,1
544887,Spotify - Music and Podcasts,Parivesh Rai,06-Apr-19,5,i love it.i can be aware of new music by checking into it and other news too!!,2019-04-07,AUDIO,Teen,com.spotify.music,930287,i love it.i can be aware of new music by checking into it and other news too!!,0,0,0,1
415905,Unicorn Slime Maker and Simulator,,11-Feb-19,5,thanks for the update_ôÖ‹,2019-03-24,LIFESTYLE,Teen,com.kt.oodlysatisfying.slimemaker,703687,thanks for the update,0,0,0,1
335389,Family Locator - GPS Tracker,Maradona P. Passius,18-Apr-19,5,I love the fact that my child and I can locate each other.,2019-04-21,LIFESTYLE,Everyone,com.life360.android.safetymapd,562235,I love the fact that my child and I can locate each other.,0,0,0,1
684424,Remind: School Communication,hillary deblois,29-Jan-19,5,This app makes staying in touch with my daughters teachers so easy.,2019-03-08,EDUCATION,Everyone,com.remind101,1157736,This app makes staying in touch with my daughters teachers so easy.,0,0,0,1
462264,Tubi - Free Movies & TV Shows,Akeem Jameel Gillison,26-Mar-19,5,I Love that most of the horror movies I grew up in are here!! Also the Super Sentai series!!,2019-04-01,ENTERTAINMENT,Teen,com.tubitv,795082,I Love that most of the horror movies I grew up in are here!! Also the Super Sentai series!!,0,0,0,1
1000089,Fresh EBT - Food Stamp Balance,A Google User,27-Feb-19,1,i want to be able to have access to my mail and i cant this app suck,2019-04-21,FINANCE,Everyone,com.propel.ebenefits,1634702,i want to be able to have access to my mail and i cant this app suck,0,0,1,1
971323,Bank of America Mobile Banking,Mary Damon,25-Mar-19,5,I love the new design.,2019-04-01,FINANCE,Everyone,com.infonow.bofa,1586007,I love the new design.,0,0,0,1
1083881,WildCraft: Animal Sim Online 3D,A Google User,26-Mar-19,5,i like the graphics and how you get to unlock things,2019-04-21,FAMILY,Everyone 10+,com.turborocketgames.wildcraft,1783810,i like the graphics and how you get to unlock things,0,0,0,1
137900,Drink Water Reminder: Water Tracker & Alarm,A Google User,14-Mar-19,4,best app but it shows too much adds,2019-04-01,FITNESS,Everyone,com.health.lab.drink.water.tracker,190667,best app but it shows too much adds,0,0,0,1
735414,Duolingo: Learn Languages Free,Pauline Adams,18-Apr-19,5,I knew some French but needed help and I find Duolingo very helpful and it teaches methodically not rushing you. Highly recommended. Thank you Duo!,2019-04-21,EDUCATION,Everyone,com.duolingo,1227111,I knew some French but needed help and I find Duolingo very helpful and it teaches methodically not rushing you. Highly recommended. Thank you Duo!,1,0,0,1
319177,Tinder,Blessing Adanna,20-Apr-19,5,"Very beautiful app, excellent and good for all the singles.",2019-04-21,LIFESTYLE,Mature 17+,com.tinder,536340,"Very beautiful app, excellent and good for all the singles.",0,0,0,1
2036,"Calm - Meditate, Sleep, Relax",A Google User,19-Mar-19,1,Not free and not worth $60. I don't understand how this app is an editor's choice.,2019-04-01,FITNESS,Everyone,com.calm.android,2462,Not free and not worth $60. I don't understand how this app is an editor's choice.,0,0,0,1
135783,Headspace: Meditation & Sleep,Romina Ba,19-Dec-18,1,Love this app Worth the subscription in my opinion,2019-04-21,FITNESS,Everyone,com.getsomeheadspace.android,185966,Love this app Worth the subscription in my opinion,0,0,0,1
75401,Calorie Counter - MyFitnessPal,A Google User,14-Mar-19,5,it helped me to control my daily food intake,2019-04-01,FITNESS,Everyone,com.myfitnesspal.android,109186,it helped me to control my daily food intake,0,0,0,1
676338,Photomath,A Google User,16-Mar-19,5,Awesoommmmeee app i love but he can't fix word problems,2019-04-14,EDUCATION,Everyone,com.microblink.photomath,1145554,Awesoommmmeee app i love but he can't fix word problems,0,0,1,1
615373,Amazon Music,Matthew Albarracin,12-Apr-19,3,"It's alright. My biggest issue would be how much they advertise for Unlimited. I already pay for Amazon Prime. That's already a lot of money a year, so for them to keep advertising to give them even more money is a pretty big slap to the face.",2019-04-21,AUDIO,Teen,com.amazon.mp3,1044761,"It's alright. My biggest issue would be how much they advertise for Unlimited. I already pay for Amazon Prime. That's already a lot of money a year, so for them to keep advertising to give them even more money is a pretty big slap to the face.",1,0,0,1
720999,Duolingo: Learn Languages Free,Jeffrey Allgeo,12-Apr-19,5,I have really enjoyed using this app. I cant believe you can get this level of education for FREE!! THANKS DUOLINGO,2019-04-14,FAMILY,Everyone,com.duolingo,1207249,I have really enjoyed using this app. I cant believe you can get this level of education for FREE!! THANKS DUOLINGO,0,0,0,1
674010,Photomath,Nickabis 0521,17-Mar-19,5,Great app that gives you great answers,2019-03-24,EDUCATION,Everyone,com.microblink.photomath,1141491,Great app that gives you great answers,0,0,0,1
799679,PBS KIDS Video,A Google User,06-Aug-16,5,"Wonderful app I use this everyday. My almost- 2yr- old loves this app!! All the videos are interesting, funny and educational.",2019-03-24,EDUCATION,Everyone,org.pbskids.video,1326533,"Wonderful app I use this everyday. My almost- 2yr- old loves this app!! All the videos are interesting, funny and educational.",0,0,0,1
1091098,Toca Kitchen 2,grubbies65,02-Mar-19,4,its fun making the food and stuff but i dont like it when they throw up,2019-04-07,FAMILY,Everyone,com.tocaboca.tocakitchen2,1794958,its fun making the food and stuff but i dont like it when they throw up,0,0,0,1
401830,"Notepad - Notes with Reminder, ToDo, Sticky notes",shalaysha Robinson,12-Dec-18,5,It is very.useful,2019-03-24,LIFESTYLE,Everyone,notes.notebook.memo.pad.color.notepad.locker,678482,It is very.useful,0,0,0,1
1054150,Minion Rush: Despicable Me Official Game,A Google User,23-Feb-19,5,last time today I want this games in this is like so cool but sometimes I'm really bad at that game.,2019-04-07,FAMILY,Everyone 10+,com.gameloft.android.ANMP.GloftDMHM,1739324,last time today I want this games in this is like so cool but sometimes I'm really bad at that game.,0,0,0,1
823283,Quizlet: Learn Languages & Vocab with Flashcards,Holly MacMillan,27-Jan-19,5,I am super happy with this app. I have a really hard time studying. I love as to how many different ways as to how you can study. One thing I dont really love about it is that you have to pay for it to get the better stuff. Other than that I will keep using as a free member for now.,2019-04-14,EDUCATION,Everyone,com.quizlet.quizletandroid,1359956,I am super happy with this app. I have a really hard time studying. I love as to how many different ways as to how you can study. One thing I dont really love about it is that you have to pay for it to get the better stuff. Other than that I will keep using as a free member for now.,1,0,0,1
121507,Headspace: Meditation & Sleep,Lottie Tube,12-Jan-19,5,It helps me focus and also if needed helps me sleep. Very calming,2019-03-24,FITNESS,Everyone,com.getsomeheadspace.android,168831,It helps me focus and also if needed helps me sleep. Very calming,0,0,0,1
193146,Helix Jump,,19-Mar-19,5,this game is awesome!!!,2019-03-24,ACTION,Everyone,com.h8games.helixjump,279845,this game is awesome!!!,0,0,0,1
67338,Lose Belly Fat in 30 Days - Flat Stomach,Amrin Khan,28-Feb-19,5,Effective and awsum app to stay in shape..,2019-03-16,FITNESS,Everyone,losebellyfat.flatstomach.absworkout.fatburning,96582,Effective and awsum app to stay in shape..,0,0,0,1
992875,Fresh EBT - Food Stamp Balance,kristina bass,27-Feb-19,4,very helpful and easy to go to for your transactions that you have made,2019-03-24,FINANCE,Everyone,com.propel.ebenefits,1622792,very helpful and easy to go to for your transactions that you have made,0,0,0,1
330470,Family Locator - GPS Tracker,,11-Mar-19,5,this app is so fun cause you can see were people are,2019-03-24,LIFESTYLE,Everyone,com.life360.android.safetymapd,554523,this app is so fun cause you can see were people are,0,0,0,1
91054,Calorie Counter - MyFitnessPal,Darla Pagel,16-Apr-19,5,easy to use,2019-04-21,FITNESS,Everyone,com.myfitnesspal.android,129455,easy to use,0,0,0,1
786732,Google Classroom,A Google User,24-Mar-19,5,it's good because I could find my peeps on Tik tok,2019-04-14,EDUCATION,Everyone,com.google.android.apps.classroom,1306372,it's good because I could find my peeps on Tik tok,0,0,0,1
688705,Remind: School Communication,Bettece Ghant,22-Feb-19,5,I love this app! It is great for parents and kids! Every teacher needs this!,2019-04-07,EDUCATION,Everyone,com.remind101,1163213,I love this app! It is great for parents and kids! Every teacher needs this!,0,0,0,1
705198,Duolingo: Learn Languages Free,Tanya Silva,31-Mar-19,5,"I am able to learn Spanish, although they offer many other languages, at my own pace. I am able to learn reading, speaking, and writing Spanish. the methods used seem to be sticking a lot more than those they had in high school. I'm extremely happy with it. There is the free version, which has ads. Or for a monthly fee you can go ad-free and also be able to use the lessons offline I believe. I am using the free version and I'm happy with it.",2019-04-01,FAMILY,Everyone,com.duolingo,1185467,"I am able to learn Spanish, although they offer many other languages, at my own pace. I am able to learn reading, speaking, and writing Spanish. the methods used seem to be sticking a lot more than those they had in high school. I'm extremely happy with it. There is the free version, which has ads. Or for a monthly fee you can go ad-free and also be able to use the lessons offline I believe. I am using the free version and I'm happy with it.",1,0,0,1
773372,ABCmouse.com,A Google User,14-Nov-18,3,I tried to sign up for the app but when putting my billing information it would not let me enter letters for my postal code only gives me the option for numbers. So disappointed.,2019-04-21,EDUCATION,Everyone,mobi.abcmouse.academy_goo,1283971,I tried to sign up for the app but when putting my billing information it would not let me enter letters for my postal code only gives me the option for numbers. So disappointed.,0,1,0,1
770961,ABCmouse.com,Inaz Rayhana,19-Jun-18,1,This app dont want me to get in _ôÖš_ôÖš,2019-04-21,EDUCATION,Everyone,mobi.abcmouse.academy_goo,1280590,This app dont want me to get in ,0,0,0,1
1395,"Calm - Meditate, Sleep, Relax",A Google User,25-Feb-19,5,"awesome app instead of searching you tube for sounds or something to help me sleep this app really does have it all, thank you it's actually made my life better especially of you follow the meditation sessions",2019-04-01,FITNESS,Everyone,com.calm.android,1678,"awesome app instead of searching you tube for sounds or something to help me sleep this app really does have it all, thank you it's actually made my life better especially of you follow the meditation sessions",1,0,0,1
795254,PBS KIDS Video,,07-Jan-19,5,it is good for little kids and i am glad it is,2019-03-08,EDUCATION,Everyone,org.pbskids.video,1319878,it is good for little kids and i am glad it is,0,0,0,1
989110,Fresh EBT - Food Stamp Balance,Missy Deatsman,28-Mar-19,5,it informs you so you don't need a receipt,2019-04-07,FINANCE,Everyone,com.propel.ebenefits,1616574,it informs you so you don't need a receipt,0,0,0,1
1038059,YouTube Kids,audrey doran,18-Mar-19,5,I keep thinking it's the adult youtube_ôÖ‰_ôÖ__ôÖ__ôÖŠ_ôÖ__ôïë_ôÖì_ô_£äÖ_¥Ÿ_ôÖ_ôÖƒ,2019-04-14,FAMILY,Everyone,com.google.android.apps.youtube.kids,1700459,I keep thinking it's the adult youtube,0,0,0,1
465688,Tubi - Free Movies & TV Shows,Andrea Zahzu,05-Apr-19,5,very good movies in my opinion,2019-04-07,ENTERTAINMENT,Teen,com.tubitv,800544,very good movies in my opinion,0,0,0,1
425384,Google Play Games,Rabia,20-Mar-19,5,nice job Felicias proud of ya,2019-03-24,ENTERTAINMENT,Teen,com.google.android.play.games,726348,nice job Felicias proud of ya,0,0,0,1
892180,Cash App,Paulette Hodges,29-Jan-19,5,great app best way to send and transfer money at zero to no cost,2019-03-08,FINANCE,Everyone,com.squareup.cash,1468125,great app best way to send and transfer money at zero to no cost,0,0,0,1
1061400,Minion Rush: Despicable Me Official Game,Prakash P,23-Mar-19,5,i love it her face reactions,2019-03-24,FAMILY,Everyone 10+,com.gameloft.android.ANMP.GloftDMHM,1753325,i love it her face reactions,0,0,0,1
266295,slither.io,A Google User,15-Mar-19,5,I think that this game is a great time killer when I have nothing to do.,2019-04-01,ACTION,Everyone,air.com.hypah.io.slither,420295,I think that this game is a great time killer when I have nothing to do.,0,0,0,1
945142,Chase Mobile,A Google User,25-Mar-19,3,"Sometimes this app is unreliable. Its starting to be a 50/50 chance it works. In the last week, I've had to un-install and re-install this app more than usual causing me inconvenience and frustration.",2019-04-21,FINANCE,Everyone,com.chase.sig.android,1553812,"Sometimes this app is unreliable. Its starting to be a 50/50 chance it works. In the last week, I've had to un-install and re-install this app more than usual causing me inconvenience and frustration.",0,1,0,1
27458,Sweatcoin Pays You To Get Fit,Morgan Ganser,11-Mar-19,3,"It seemed like a good deal when I got it, but most of the offers are unreasonable. You only get $1 for 1,000 steps, and most stuff that are ""free"" are either way too expensive or something you would never use",2019-03-24,FITNESS,Everyone,in.sweatco.app,34110,"It seemed like a good deal when I got it, but most of the offers are unreasonable. You only get $1 for 1,000 steps, and most stuff that are ""free"" are either way too expensive or something you would never use",0,0,0,1
488457,STARZ,The one man plan,06-Jan-19,5,good very good had a great experience,2019-03-13,ENTERTAINMENT,Mature 17+,com.bydeluxe.d3.android.program.starz,837306,good very good had a great experience,0,0,0,1
347660,Google Home,Francis Gibberino,27-Feb-19,1,"cannot cast screen to chromecast. useless app, chromecast pointless now",2019-03-24,LIFESTYLE,Everyone,com.google.android.apps.chromecast.app,580446,"cannot cast screen to chromecast. useless app, chromecast pointless now",0,1,0,1
442054,"Hulu: Stream TV, Movies & more",Barbara Bourgeois,02-Mar-19,5,Hulu is amazing. I can't believe I wasted so much money on cable for so long!,2019-04-01,ENTERTAINMENT,Teen,com.hulu.plus,765654,Hulu is amazing. I can't believe I wasted so much money on cable for so long!,0,0,0,1
626154,Drum Pad Machine - Make Beats,tara platt,08-Apr-19,5,it so fun i love the music,2019-04-14,AUDIO,Everyone,com.agminstruments.drumpadmachine,1063913,it so fun i love the music,0,0,0,1
772345,ABCmouse.com,A Google User,01-Apr-18,5,5his help my kid to learn,2019-04-21,EDUCATION,Everyone,mobi.abcmouse.academy_goo,1282522,5his help my kid to learn,0,0,0,1
711363,Duolingo: Learn Languages Free,Christine Calma,01-Apr-19,5,great app to learn other languages.,2019-04-07,EDUCATION,Everyone,com.duolingo,1194054,great app to learn other languages.,0,0,0,1
931436,Chase Mobile,Jeremy Pollack,16-Mar-19,2,fingerprint option doesnt work anymore,2019-04-01,FINANCE,Everyone,com.chase.sig.android,1531332,fingerprint option doesnt work anymore,0,1,0,0
678231,Photomath,TheLegend 27,12-Apr-19,5,Thank you for creating an app like this!!,2019-04-21,EDUCATION,Everyone,com.microblink.photomath,1148968,Thank you for creating an app like this!!,0,0,0,1
368867,Ms.Sibyl - See Future Me,,08-Mar-19,1,cause u have to pay for this app,2019-03-13,LIFESTYLE,Everyone,com.ghost.sibyl,617655,cause u have to pay for this app,0,0,0,1
958762,Zelle,Shevon Grant,10-Apr-18,1,Sucks wouldn't allow me to add my bank info,2019-03-08,FINANCE,Everyone,com.zellepay.zelle,1570477,Sucks wouldn't allow me to add my bank info,0,1,0,1
368510,Ms.Sibyl - See Future Me,Piper Barlow,09-Mar-19,1,"I hate that you have to pay a subscription to be able to do must of the things in this app. When I saw the ad it showed me things that you have to pay to use, and that's not ok.",2019-04-07,LIFESTYLE,Everyone,com.ghost.sibyl,617112,"I hate that you have to pay a subscription to be able to do must of the things in this app. When I saw the ad it showed me things that you have to pay to use, and that's not ok.",0,0,0,1
295777,Battle Royale: FPS Shooter,Chevy Chevelle Gamer,18-Apr-19,5,not to bad of a game,2019-04-21,ACTION,Teen,com.fpsshooter.battleroyale,486716,not to bad of a game,0,0,0,1
765697,ABCmouse.com,,18-Feb-18,1,Too expensive. $60 per year,2019-03-24,EDUCATION,Everyone,mobi.abcmouse.academy_goo,1273178,Too expensive. $60 per year,0,0,0,1
522216,Amazon Prime Video,Jobins Puthiyaparambiläóë,17-Apr-19,1,India is a country with immense linguistic diversity. Most of us doesn't understand more than two or three languages. Amazon prime video app is not considering the fact and tries to push all videos in all languages to subscriber's stream. It's kind of annoying because some preferred videos missing in the mess. Amazon should learn from Hotstar which allows user to select their preferred language(s).,2019-04-21,ENTERTAINMENT,Teen,com.amazon.avod.thirdpartyclient,896220,India is a country with immense linguistic diversity. Most of us doesn't understand more than two or three languages. Amazon prime video app is not considering the fact and tries to push all videos in all languages to subscriber's stream. It's kind of annoying because some preferred videos missing in the mess. Amazon should learn from Hotstar which allows user to select their preferred language(s).,0,0,1,0
832004,Kahoot!,A Google User,13-Feb-18,5,It is still good I play this at school,2019-04-01,EDUCATION,Everyone,no.mobitroll.kahoot.android,1375065,It is still good I play this at school,0,0,0,1
388739,The PCH App,Ava Dawkins,14-Mar-19,5,I enjoy this app. It has a lot of informative ads. I have seen a lot of products I might not have seen otherwise. Thank you,2019-04-21,LIFESTYLE,Everyone,pch.apps.pchsweeps,652762,I enjoy this app. It has a lot of informative ads. I have seen a lot of products I might not have seen otherwise. Thank you,0,0,0,1
135165,Headspace: Meditation & Sleep,A Google User,07-Dec-18,3,All the meditation segments are the same,2019-04-21,FITNESS,Everyone,com.getsomeheadspace.android,185231,All the meditation segments are the same,0,0,1,0
50299,Samsung Health,Jason Cronk,14-Feb-19,5,Simply a fantastic App.,2019-03-16,FITNESS,Everyone,com.sec.android.app.shealth,68870,Simply a fantastic App.,0,0,0,1
218704,Tomb of the Mask,,04-Mar-19,5,its so fun,2019-03-08,ACTION,Everyone,com.playgendary.tom,324314,its so fun,0,0,0,1
458042,"Hulu: Stream TV, Movies & more",Ethel Pogue,08-Feb-19,3,Good movies. Need less commercials.,2019-04-21,ENTERTAINMENT,Teen,com.hulu.plus,788541,Good movies. Need less commercials.,0,0,0,1
668693,Photomath,,13-Feb-19,5,Easy to use.,2019-03-08,EDUCATION,Everyone,com.microblink.photomath,1132261,Easy to use.,0,0,0,1
787757,Google Classroom,General Luke Productions,15-Sep-18,3,Good App for school,2019-04-21,EDUCATION,Everyone,com.google.android.apps.classroom,1308098,Good App for school,0,0,0,1
263382,Kick the Buddy,l“€‘_lã€ l“€‘_lã€,16-Apr-19,1,INAPROPRIATE BECAUSE SOME KICK THE BUDDY MWTHOD ELECTRIC CHAIR REAL EXICUTE METHOD IN THE WORLD THIS GAME FALG INAPROPRIATE,2019-04-21,ACTION,Teen,com.playgendary.kickthebuddy,414254,INAPROPRIATE BECAUSE SOME KICK THE BUDDY MWTHOD ELECTRIC CHAIR REAL EXICUTE METHOD IN THE WORLD THIS GAME FALG INAPROPRIATE,0,0,0,1
172847,CVS/pharmacy,Glenn Bullion,22-Mar-19,1,It doesn't work. Sorry.,2019-03-24,FITNESS,Everyone,com.cvs.launchers.cvs,244908,It doesn't work. Sorry.,0,0,0,1
238554,Snowball.io,Alan Burgess,10-Mar-19,5,I Love you,2019-03-24,ACTION,Everyone,com.geishatokyo.snowballio,359932,I Love you,0,0,0,1
953192,Zelle,Brvo gon,21-Sep-18,1,"I have this app for like a while now and trying to open an account. Everytime i try there's an error. And now i tried again. Still bad. Stuck at the verification for 2 days now. Use Venmo, much better.",2019-04-07,FINANCE,Everyone,com.zellepay.zelle,1563919,"I have this app for like a while now and trying to open an account. Everytime i try there's an error. And now i tried again. Still bad. Stuck at the verification for 2 days now. Use Venmo, much better.",0,1,0,0
326090,Family Locator - GPS Tracker,gamer galatic,27-Feb-19,5,this is so easy to know were the person is,2019-03-13,LIFESTYLE,Everyone,com.life360.android.safetymapd,547466,this is so easy to know were the person is,0,0,0,1
452132,"Hulu: Stream TV, Movies & more",Davey Houston,09-Apr-19,1,cannot get through on phone says no. is invalid but I called it this morning and spoke to agent about changing my bill payment date.,2019-04-14,ENTERTAINMENT,Teen,com.hulu.plus,780104,cannot get through on phone says no. is invalid but I called it this morning and spoke to agent about changing my bill payment date.,0,1,0,0
457572,"Hulu: Stream TV, Movies & more",Aiden marky HI,17-Apr-19,1,terrible to many ads and you cant even skip them.,2019-04-21,ENTERTAINMENT,Teen,com.hulu.plus,787836,terrible to many ads and you cant even skip them.,0,0,0,1
1065522,WildCraft: Animal Sim Online 3D,A Google User,14-Feb-19,5,THis GAME IS REALLY AMAZING _ôï_ô_,2019-04-01,FAMILY,Everyone 10+,com.turborocketgames.wildcraft,1760921,THis GAME IS REALLY AMAZING ,0,0,0,1
625127,Drum Pad Machine - Make Beats,Obi O,18-Feb-19,5,Why I try to make good music when I recorded it then it felt better,2019-03-09,AUDIO,Everyone,com.agminstruments.drumpadmachine,1062102,Why I try to make good music when I recorded it then it felt better,0,0,0,1
957813,Zelle,M Kamai,21-Jun-18,1,"Want's too much personal information.  Missed the documentation about it being purely person-to-person and they would not accept our social club's businesscard debit card.  Pain in the 6th-point-of-contact to get in touch with their tech support to verify why it would not accept the card, then delete my account.  Once I figured out how to get a human being, was able to inactivate the account, and hopefully it gets deleted as they said in 24 hours",2019-03-24,FINANCE,Everyone,com.zellepay.zelle,1569383,"Want's too much personal information.  Missed the documentation about it being purely person-to-person and they would not accept our social club's businesscard debit card.  Pain in the 6th-point-of-contact to get in touch with their tech support to verify why it would not accept the card, then delete my account.  Once I figured out how to get a human being, was able to inactivate the account, and hopefully it gets deleted as they said in 24 hours",1,0,0,0
86390,Calorie Counter - MyFitnessPal,Linda D Trevino,07-Mar-19,5,Love this ap use it along with my Ww and intermittent fasting.,2019-03-16,FITNESS,Everyone,com.myfitnesspal.android,123415,Love this ap use it along with my Ww and intermittent fasting.,0,0,0,1
923284,Credit Karma,,03-Mar-19,4,Its easy to use.,2019-03-08,FINANCE,Everyone,com.creditkarma.mobile,1518831,Its easy to use.,0,0,0,1
505612,Roku,Ninja Gonzales,13-Feb-19,5,better than expected,2019-03-13,ENTERTAINMENT,Teen,com.roku.remote,864597,better than expected,0,0,0,1
979704,Bank of America Mobile Banking,Patrice Flores,14-Apr-19,2,"Keep it simple. The old bill pay was superior. Erica is not needed. I use the app for banking, not to be entertained. I want quick access to my data, do simple transactions and that's it. Please don't add dancing cows next update.",2019-04-14,FINANCE,Everyone,com.infonow.bofa,1600844,"Keep it simple. The old bill pay was superior. Erica is not needed. I use the app for banking, not to be entertained. I want quick access to my data, do simple transactions and that's it. Please don't add dancing cows next update.",0,0,1,0
639590,Apple Music,Brando Lí_pez,22-Mar-19,4,"This app is doing well. What I like you to implement is the possibility of casting through Chromecast, and set a timer.",2019-03-24,AUDIO,Teen,com.apple.android.music,1083184,"This app is doing well. What I like you to implement is the possibility of casting through Chromecast, and set a timer.",0,0,1,1
1083938,WildCraft: Animal Sim Online 3D,Linda Matulonis,22-Mar-19,5,Really fun and a great way to meet new people,2019-04-21,FAMILY,Everyone 10+,com.turborocketgames.wildcraft,1783878,Really fun and a great way to meet new people,0,0,0,1
794352,PBS KIDS Video,TUTY Mc Fruity,11-Mar-17,5,Its a master piece my son loves it his favorite is Daniel tiger neighborhood,2019-03-08,EDUCATION,Everyone,org.pbskids.video,1318479,Its a master piece my son loves it his favorite is Daniel tiger neighborhood,0,0,0,1
553574,Spotify - Music and Podcasts,Mali Rowe,12-Apr-19,3,"can someone help? i am only able to download an entire podcast if i press the little download button on every single episode. i looked up the question on google and found: ""To save an artist's entire discography you would have to click the ""+"" next to every song to save it to your ""songs"" section which also will save it under Avicii in the artists section. Or you can add every song to a playlist."" this seems really unreasonable, especially considering i signed up for the paid plan.",2019-04-14,AUDIO,Teen,com.spotify.music,944204,"can someone help? i am only able to download an entire podcast if i press the little download button on every single episode. i looked up the question on google and found: ""To save an artist's entire discography you would have to click the ""+"" next to every song to save it to your ""songs"" section which also will save it under Avicii in the artists section. Or you can add every song to a playlist."" this seems really unreasonable, especially considering i signed up for the paid plan.",0,1,0,0
374819,FaceApp,Valeary Puniani,30-Mar-19,5,thank you _ôÖ,2019-04-01,LIFESTYLE,Everyone,io.faceapp,628508,thank you ,0,0,0,1
297049,Battle Royale: FPS Shooter,SHOPE MAN,31-Mar-19,1,it sucks ur guy looks stupid and it sucks so bad they couldnt get more than 4 people in my game.,2019-04-21,ACTION,Teen,com.fpsshooter.battleroyale,489663,it sucks ur guy looks stupid and it sucks so bad they couldnt get more than 4 people in my game.,0,0,0,1
470506,Tubi - Free Movies & TV Shows,Leslie Smith,04-Apr-19,5,great selection of everything,2019-04-14,ENTERTAINMENT,Teen,com.tubitv,808293,great selection of everything,0,0,0,1
750324,ClassDojo,Gina luxurioux,07-Nov-18,1,I hate it because every time the teachers always snitch. On you,2019-04-14,EDUCATION,Everyone,com.classdojo.android,1250637,I hate it because every time the teachers always snitch. On you,0,0,0,1
16901,"Calm - Meditate, Sleep, Relax",Grady Hengel,25-Mar-19,1,you have to pay for everything not worth the money free app and not free to use,2019-04-14,FITNESS,Everyone,com.calm.android,20229,you have to pay for everything not worth the money free app and not free to use,0,0,0,1
56641,Samsung Health,A Google User,23-Mar-19,1,"Upgraded to latest version 6.2.0.075 & now have several bugs in phone software. Health app data is useless. Samsung Health customer service says they are aware of issues but have no downloadable fix. Syncing phone does not resolve. Now must go to physical store for refresh, which ""might or might not"" cost me money?! >:-(",2019-04-21,FITNESS,Everyone,com.sec.android.app.shealth,79368,"Upgraded to latest version 6.2.0.075 & now have several bugs in phone software. Health app data is useless. Samsung Health customer service says they are aware of issues but have no downloadable fix. Syncing phone does not resolve. Now must go to physical store for refresh, which ""might or might not"" cost me money?! >:-(",0,1,0,0
154692,Lose It! - Calorie Counter,genpennstate,27-Jul-18,5,"Says its free but then on the third day u have to buy in order to keep 
tracking your food. EDIT: I ended up paying for the app because it's BY FAR 
THE BEST TRACKER OUT THERE. It stinks I had to spend 40 bucks (and also 
don't have the option of paying monthly) but it's the best product on the 
market so I guess it's worth it.",2019-04-07,FITNESS,Everyone,com.fitnow.loseit,223173,"Says its free but then on the third day u have to buy in order to keep 
tracking your food. EDIT: I ended up paying for the app because it's BY FAR 
THE BEST TRACKER OUT THERE. It stinks I had to spend 40 bucks (and also 
don't have the option of paying monthly) but it's the best product on the 
market so I guess it's worth it.",1,0,0,1
1058259,Minion Rush: Despicable Me Official Game,,19-Feb-19,4,I think this game is pretty cool.,2019-03-13,FAMILY,Everyone 10+,com.gameloft.android.ANMP.GloftDMHM,1747350,I think this game is pretty cool.,0,0,0,1
466274,Tubi - Free Movies & TV Shows,Jesse Yardley,23-Mar-19,5,Free and good quality!,2019-03-24,ENTERTAINMENT,Teen,com.tubitv,801497,Free and good quality!,0,0,0,1
162347,Lose It! - Calorie Counter,Greg McNally,05-Sep-18,5,Using the free version. Easy logging. Good visual aids especially a weekly graphic of calories. Excellent app.,2019-04-14,FITNESS,Everyone,com.fitnow.loseit,231675,Using the free version. Easy logging. Good visual aids especially a weekly graphic of calories. Excellent app.,0,0,0,1
